timestamp,gaze_x,gaze_y,blink,gaze_dir,head_status,ear_left,ear_right
13.0042,0.40811,0.66962,0,<- LEFT,FORWARD,0.3437,0.3225
13.0733,0.40995,0.67231,0,<- LEFT,FORWARD,0.3207,0.3069
13.1273,0.41169,0.67256,0,<- LEFT,FORWARD,0.3014,0.305
13.198,0.41241,0.67258,0,<- LEFT,FORWARD,0.2977,0.3068
13.2632,0.41498,0.67289,0,<- LEFT,FORWARD,0.3067,0.3132
13.3024,0.41672,0.67297,0,<- LEFT,FORWARD,0.3174,0.32
13.3668,0.41713,0.67315,0,<- LEFT,FORWARD,0.3207,0.3308
13.4401,0.41817,0.67313,0,<- LEFT,FORWARD,0.3207,0.3132
13.4953,0.41845,0.67311,0,<- LEFT,FORWARD,0.3207,0.32
13.5597,0.41946,0.67366,0,<- LEFT,FORWARD,0.3207,0.2979
13.6261,0.42004,0.67414,0,<- LEFT,FORWARD,0.3114,0.305
13.6909,0.42032,0.67458,0,<- LEFT,FORWARD,0.2925,0.305
13.7617,0.42058,0.67521,0,<- LEFT,FORWARD,0.2785,0.2779
13.8133,0.42057,0.67512,0,<- LEFT,FORWARD,0.2785,0.3007
13.8788,0.42051,0.67512,0,<- LEFT,FORWARD,0.287,0.3059
13.9348,0.42068,0.67621,0,<- LEFT,FORWARD,0.2925,0.2967
14.0043,0.42077,0.67622,0,<- LEFT,FORWARD,0.3065,0.2844
14.0733,0.42073,0.67613,0,<- LEFT,FORWARD,0.3065,0.2844
14.1421,0.42076,0.6761,0,<- LEFT,FORWARD,0.3065,0.2851
14.21,0.42091,0.67611,0,<- LEFT,FORWARD,0.3255,0.2988
14.2559,0.42097,0.6761,0,<- LEFT,FORWARD,0.3255,0.2988
14.3198,0.42109,0.67605,0,<- LEFT,FORWARD,0.3115,0.2988
14.3806,0.42114,0.67599,0,<- LEFT,FORWARD,0.3115,0.3059
14.4478,0.42174,0.67594,0,<- LEFT,FORWARD,0.3207,0.3114
14.4961,0.42225,0.67593,0,<- LEFT,FORWARD,0.3207,0.2851
14.5567,0.42249,0.67589,0,<- LEFT,FORWARD,0.3174,0.2851
14.6359,0.42111,0.67362,0,<- LEFT,FORWARD,0.3348,0.3397
14.7055,0.42084,0.67279,0,<- LEFT,FORWARD,0.3246,0.3345
14.7687,0.42077,0.67261,0,<- LEFT,FORWARD,0.3109,0.3345
14.8272,0.42024,0.67258,0,<- LEFT,FORWARD,0.3383,0.3374
14.8971,0.42026,0.67221,0,<- LEFT,FORWARD,0.3374,0.3374
14.9547,0.42029,0.67201,0,<- LEFT,FORWARD,0.3383,0.3374
15.0215,0.41995,0.67185,0,<- LEFT,FORWARD,0.3423,0.3374
15.0988,0.4197,0.67163,0,<- LEFT,FORWARD,0.3423,0.3374
15.1617,0.41958,0.67154,0,<- LEFT,FORWARD,0.3423,0.3342
15.2035,0.41966,0.67088,0,<- LEFT,FORWARD,0.3423,0.3482
15.2697,0.41953,0.67042,0,<- LEFT,FORWARD,0.3289,0.3251
15.3356,0.41958,0.67013,0,<- LEFT,FORWARD,0.3296,0.329
15.399,0.41958,0.67012,0,<- LEFT,FORWARD,0.3296,0.329
15.4622,0.41961,0.67016,0,<- LEFT,FORWARD,0.339,0.3214
15.5253,0.41962,0.67007,0,<- LEFT,FORWARD,0.3423,0.3214
15.5842,0.41945,0.67548,0,<- LEFT,FORWARD,0.297,0.2789
15.6506,0.41961,0.67588,0,<- LEFT,FORWARD,0.3007,0.2789
15.7146,0.42404,0.67561,0,<- LEFT,FORWARD,0.3034,0.2973
15.7796,0.42495,0.67566,0,<- LEFT,FORWARD,0.3174,0.2851
15.8491,0.42543,0.67551,0,<- LEFT,FORWARD,0.3255,0.3014
15.9194,0.42525,0.67554,0,<- LEFT,FORWARD,0.3065,0.3014
15.9799,0.42464,0.67567,0,<- LEFT,FORWARD,0.3059,0.2973
16.0409,0.42438,0.6757,0,<- LEFT,FORWARD,0.2836,0.3014
16.0983,0.42124,0.67572,0,<- LEFT,FORWARD,0.2919,0.2871
16.1547,0.41811,0.67522,0,<- LEFT,FORWARD,0.2919,0.3023
16.2221,0.41743,0.67502,0,<- LEFT,FORWARD,0.2919,0.2919
16.282,0.41532,0.67425,0,<- LEFT,FORWARD,0.2925,0.3114
16.3452,0.41493,0.6742,0,<- LEFT,FORWARD,0.3065,0.2988
16.4124,0.41473,0.67399,0,<- LEFT,FORWARD,0.3065,0.2988
16.4743,0.41434,0.67379,0,<- LEFT,FORWARD,0.3158,0.2823
16.5188,0.4145,0.67371,0,<- LEFT,FORWARD,0.3158,0.2782
16.5715,0.4146,0.67355,0,<- LEFT,FORWARD,0.287,0.2782
16.6328,0.41509,0.67327,0,<- LEFT,FORWARD,0.2785,0.2693
16.6969,0.41551,0.67303,0,<- LEFT,FORWARD,0.2924,0.2979
16.7751,0.41684,0.67312,0,<- LEFT,FORWARD,0.2925,0.2921
16.8325,0.41742,0.67331,0,<- LEFT,FORWARD,0.3065,0.2997
16.9009,0.41758,0.67346,0,<- LEFT,FORWARD,0.3065,0.3014
16.964,0.41815,0.67367,0,<- LEFT,FORWARD,0.3065,0.2988
17.0313,0.41836,0.67323,0,<- LEFT,FORWARD,0.3065,0.2844
17.1061,0.41856,0.67292,0,<- LEFT,FORWARD,0.2925,0.2988
17.173,0.41864,0.67339,0,<- LEFT,FORWARD,0.3115,0.3167
17.2578,0.41872,0.67373,0,<- LEFT,FORWARD,0.3065,0.288
17.3264,0.41875,0.67377,0,<- LEFT,FORWARD,0.3158,0.2967
17.3685,0.41875,0.67385,0,<- LEFT,FORWARD,0.3065,0.2967
17.436,0.4188,0.67385,0,<- LEFT,FORWARD,0.3158,0.288
17.5034,0.41883,0.6738,0,<- LEFT,FORWARD,0.3158,0.2871
17.5679,0.41859,0.6743,0,<- LEFT,FORWARD,0.3065,0.2836
17.6145,0.41836,0.67421,0,<- LEFT,FORWARD,0.3207,0.2836
17.6813,0.41828,0.67416,0,<- LEFT,FORWARD,0.3207,0.2836
17.7607,0.41825,0.67426,0,<- LEFT,FORWARD,0.3065,0.2836
17.8326,0.41805,0.67416,0,<- LEFT,FORWARD,0.3114,0.2979
17.8981,0.41798,0.67412,0,<- LEFT,FORWARD,0.3114,0.2988
17.9652,0.4181,0.67405,0,<- LEFT,FORWARD,0.3114,0.2988
18.0327,0.41865,0.67404,0,<- LEFT,FORWARD,0.3158,0.3114
18.0965,0.41875,0.67403,0,<- LEFT,FORWARD,0.3158,0.3114
18.168,0.41875,0.67345,0,<- LEFT,FORWARD,0.3207,0.3151
18.2268,0.41928,0.67317,0,<- LEFT,FORWARD,0.3207,0.3007
18.2732,0.41952,0.67302,0,<- LEFT,FORWARD,0.3067,0.3007
18.323,0.42146,0.67292,0,<- LEFT,FORWARD,0.3018,0.3007
18.3993,0.42344,0.6727,0,<- LEFT,FORWARD,0.3018,0.2844
18.4626,0.42385,0.67264,0,<- LEFT,FORWARD,0.2929,0.2884
18.5247,0.42671,0.67237,0,<- LEFT,FORWARD,0.3115,0.2884
18.5794,0.42933,0.67238,0,<- LEFT,FORWARD,0.2978,0.2884
18.6346,0.4293,0.67239,0,<- LEFT,FORWARD,0.2842,0.297
18.7017,0.43179,0.67199,0,<- LEFT,FORWARD,0.2836,0.2884
18.7608,0.43209,0.6718,0,<- LEFT,FORWARD,0.2763,0.297
18.8292,0.43741,0.67146,0,<- LEFT,FORWARD,0.2769,0.3066
18.9081,0.4407,0.67057,0,<- LEFT,FORWARD,0.2836,0.2937
18.9831,0.44205,0.67085,0,<- LEFT,FORWARD,0.2972,0.3181
19.0418,0.44231,0.67095,0,<- LEFT,FORWARD,0.2972,0.3218
19.1099,0.44251,0.67111,0,<- LEFT,FORWARD,0.2842,0.288
19.1914,0.44244,0.67126,0,<- LEFT,FORWARD,0.2842,0.2793
19.2539,0.44122,0.67223,0,<- LEFT,FORWARD,0.2802,0.307
19.308,0.44031,0.67304,0,<- LEFT,FORWARD,0.2779,0.2917
19.3642,0.43891,0.67212,0,<- LEFT,FORWARD,0.2746,0.269
19.4231,0.43854,0.67165,0,<- LEFT,FORWARD,0.2808,0.2829
19.4907,0.43818,0.66984,0,<- LEFT,FORWARD,0.2701,0.2829
19.5398,0.43823,0.66948,0,<- LEFT,FORWARD,0.2842,0.2977
19.6163,0.43824,0.66249,0,<- LEFT,FORWARD,0.2836,0.3121
19.6979,0.43845,0.65794,0,<- LEFT,FORWARD,0.2938,0.3121
19.7576,0.43844,0.65724,0,<- LEFT,FORWARD,0.2944,0.3121
19.8209,0.44133,0.65275,0,<- LEFT,FORWARD,0.3132,0.313
19.8904,0.44254,0.6498,0,<- LEFT,FORWARD,0.2903,0.3185
19.9503,0.44289,0.64862,0,<- LEFT,FORWARD,0.3189,0.3185
20.0281,0.44598,0.64457,0,<- LEFT,FORWARD,0.289,0.3076
20.0861,0.44991,0.64387,0,<- LEFT,FORWARD,0.2903,0.3234
20.1556,0.45063,0.64342,0,<- LEFT,FORWARD,0.3034,0.2973
20.2297,0.4522,0.64908,0,<- LEFT,FORWARD,0.268,0.2749
20.2988,0.45453,0.65378,0,<- LEFT,FORWARD,0.2545,0.2911
20.367,0.45459,0.65481,0,<- LEFT,FORWARD,0.2756,0.3071
20.4399,0.4589,0.6621,0,<- LEFT,FORWARD,0.3058,0.3392
20.5003,0.45981,0.669,0,<- LEFT,FORWARD,0.2636,0.3111
20.5666,0.46104,0.66942,0,<- LEFT,FORWARD,0.2818,0.3177
20.6145,0.46415,0.67929,0,<- LEFT,FORWARD,0.2839,0.3305
20.6737,0.46646,0.68504,0,<- LEFT,FORWARD,0.3058,0.3693
20.7349,0.46618,0.6851,0,<- LEFT,FORWARD,0.2919,0.345
20.7847,0.46928,0.69335,0,<- LEFT,FORWARD,0.3137,0.3464
20.8398,0.47107,0.69786,0,<- LEFT,FORWARD,0.2828,0.3292
20.9164,0.47138,0.69834,0,<- LEFT,FORWARD,0.2741,0.348
20.9583,0.47168,0.70029,0,<- LEFT,FORWARD,0.261,0.3093
21.0253,0.47144,0.70067,0,<- LEFT,FORWARD,0.2708,0.3093
21.1,0.4729,0.70129,0,<- LEFT,FORWARD,0.2974,0.3183
21.136,0.47303,0.70289,0,<- LEFT,FORWARD,0.2873,0.3547
21.1879,0.47297,0.70322,0,<- LEFT,FORWARD,0.2873,0.3246
21.2435,0.47293,0.70248,0,<- LEFT,FORWARD,0.2873,0.3393
21.3055,0.47292,0.70209,0,<- LEFT,FORWARD,0.2874,0.3393
21.3588,0.47286,0.70021,0,<- LEFT,FORWARD,0.3124,0.3393
21.4037,0.47277,0.69824,0,<- LEFT,FORWARD,0.3137,0.3547
21.4477,0.47274,0.69756,0,<- LEFT,FORWARD,0.2873,0.3377
21.5262,0.47248,0.69748,0,<- LEFT,FORWARD,0.2919,0.3292
21.5751,0.47232,0.69727,0,<- LEFT,FORWARD,0.2919,0.3292
21.6249,0.47224,0.69691,0,<- LEFT,FORWARD,0.3058,0.3608
21.6575,0.47219,0.69692,0,<- LEFT,FORWARD,0.2974,0.3608
21.7005,0.47215,0.69694,0,<- LEFT,FORWARD,0.2974,0.345
21.7397,0.47218,0.69692,0,<- LEFT,FORWARD,0.2974,0.3608
21.7797,0.47224,0.69692,0,<- LEFT,FORWARD,0.2974,0.3608
21.8249,0.47198,0.69685,0,<- LEFT,FORWARD,0.3024,0.3608
21.8792,0.47179,0.69674,0,<- LEFT,FORWARD,0.3107,0.3608
21.9196,0.47141,0.69414,0,<- LEFT,FORWARD,0.3137,0.3494
21.9676,0.47085,0.69156,0,<- LEFT,FORWARD,0.3058,0.345
22.0159,0.47056,0.6913,0,<- LEFT,FORWARD,0.3137,0.345
22.091,0.47001,0.69023,0,<- LEFT,FORWARD,0.2974,0.3312
22.154,0.46966,0.69014,0,<- LEFT,FORWARD,0.3058,0.3608
22.2132,0.46776,0.68861,0,<- LEFT,FORWARD,0.3124,0.3423
22.2609,0.46759,0.68864,0,<- LEFT,FORWARD,0.2827,0.3423
22.3275,0.46748,0.6885,0,<- LEFT,FORWARD,0.2884,0.3463
22.3732,0.46728,0.68824,0,<- LEFT,FORWARD,0.2884,0.3459
22.4335,0.46713,0.68827,0,<- LEFT,FORWARD,0.2884,0.3382
22.5019,0.46718,0.68833,0,<- LEFT,FORWARD,0.2884,0.3423
22.5477,0.46733,0.68857,0,<- LEFT,FORWARD,0.2884,0.3352
22.6137,0.46751,0.68855,0,<- LEFT,FORWARD,0.3034,0.341
22.6761,0.46772,0.69075,0,<- LEFT,FORWARD,0.2884,0.3352
22.7225,0.46843,0.691,0,<- LEFT,FORWARD,0.3107,0.3352
22.7871,0.46871,0.69144,0,<- LEFT,FORWARD,0.3107,0.3608
22.851,0.46899,0.6915,0,<- LEFT,FORWARD,0.3005,0.3463
22.9179,0.46927,0.69156,0,<- LEFT,FORWARD,0.2839,0.3463
22.9747,0.46973,0.69268,0,<- LEFT,FORWARD,0.2974,0.3696
23.0449,0.46967,0.69396,0,<- LEFT,FORWARD,0.2919,0.3464
23.1212,0.46965,0.69447,0,<- LEFT,FORWARD,0.2929,0.3464
23.1837,0.46988,0.69458,0,<- LEFT,FORWARD,0.2923,0.3393
23.2491,0.47001,0.69477,0,<- LEFT,FORWARD,0.2843,0.334
23.3146,0.47,0.69487,0,<- LEFT,FORWARD,0.2843,0.334
23.3712,0.46987,0.69497,0,<- LEFT,FORWARD,0.2708,0.3352
23.4396,0.46991,0.69473,0,<- LEFT,FORWARD,0.2708,0.3494
23.503,0.47012,0.69444,0,<- LEFT,FORWARD,0.2741,0.3393
23.5176,0.47023,0.69438,0,<- LEFT,FORWARD,0.2741,0.3354
23.5498,0.47007,0.69432,0,<- LEFT,FORWARD,0.2843,0.3354
23.5877,0.46992,0.6942,0,<- LEFT,FORWARD,0.2985,0.3354
23.622,0.46968,0.69379,0,<- LEFT,FORWARD,0.3069,0.3393
23.6548,0.46943,0.69367,0,<- LEFT,FORWARD,0.2985,0.3405
23.686,0.46942,0.69344,0,<- LEFT,FORWARD,0.2974,0.3696
23.7214,0.4694,0.69326,0,<- LEFT,FORWARD,0.2974,0.3696
23.7644,0.46915,0.69244,0,<- LEFT,FORWARD,0.3005,0.3443
23.7954,0.46913,0.69225,0,<- LEFT,FORWARD,0.3005,0.3596
23.8301,0.46904,0.69222,0,<- LEFT,FORWARD,0.3005,0.3486
23.859,0.46894,0.69223,0,<- LEFT,FORWARD,0.3005,0.352
23.8993,0.46869,0.69219,0,<- LEFT,FORWARD,0.2974,0.3631
23.9322,0.46853,0.69214,0,<- LEFT,FORWARD,0.2974,0.3631
23.9639,0.46769,0.69163,0,<- LEFT,FORWARD,0.3137,0.3459
24.0059,0.46724,0.69163,0,<- LEFT,FORWARD,0.2985,0.3572
24.0412,0.46601,0.69142,0,<- LEFT,FORWARD,0.3061,0.3494
24.0627,0.46552,0.69134,0,<- LEFT,FORWARD,0.3015,0.3494
24.0815,0.46521,0.69059,0,<- LEFT,FORWARD,0.3061,0.3301
24.1241,0.46508,0.69032,0,<- LEFT,FORWARD,0.3061,0.3596
24.1599,0.4648,0.68961,0,<- LEFT,FORWARD,0.3137,0.3731
24.1956,0.46462,0.68923,0,<- LEFT,FORWARD,0.3117,0.3767
24.223,0.4644,0.68791,0,<- LEFT,FORWARD,0.3117,0.334
24.2627,0.46424,0.68773,0,<- LEFT,FORWARD,0.3117,0.3313
24.2857,0.46386,0.68576,0,<- LEFT,FORWARD,0.3064,0.3313
24.3255,0.4637,0.68487,0,<- LEFT,FORWARD,0.2935,0.3459
24.3592,0.46279,0.68133,0,<- LEFT,FORWARD,0.3094,0.3494
24.3918,0.46248,0.68057,0,<- LEFT,FORWARD,0.3224,0.3507
24.4231,0.46155,0.67787,0,<- LEFT,FORWARD,0.3156,0.3471
24.4578,0.46107,0.67682,0,<- LEFT,FORWARD,0.3194,0.3349
24.491,0.46102,0.67459,0,<- LEFT,FORWARD,0.3194,0.3352
24.5274,0.4611,0.67405,0,<- LEFT,FORWARD,0.3183,0.336
24.5605,0.46067,0.67214,0,<- LEFT,FORWARD,0.3054,0.367
24.595,0.46053,0.67112,0,<- LEFT,FORWARD,0.3324,0.3468
24.6227,0.46059,0.67034,0,<- LEFT,FORWARD,0.3183,0.367
24.659,0.46064,0.66982,0,<- LEFT,FORWARD,0.3324,0.3661
24.6918,0.46122,0.66987,0,<- LEFT,FORWARD,0.3194,0.348
24.7314,0.4617,0.66967,0,<- LEFT,FORWARD,0.3253,0.348
24.7651,0.46307,0.66953,0,<- LEFT,FORWARD,0.3024,0.3441
24.8001,0.4637,0.66932,0,<- LEFT,FORWARD,0.3076,0.3516
24.833,0.46428,0.66872,0,<- LEFT,FORWARD,0.3024,0.3207
24.8652,0.46456,0.66839,0,<- LEFT,FORWARD,0.2905,0.3314
24.8959,0.4649,0.66812,0,<- LEFT,FORWARD,0.2895,0.3432
24.9338,0.46519,0.66781,0,<- LEFT,FORWARD,0.2895,0.3322
24.9698,0.46623,0.66744,0,<- LEFT,FORWARD,0.3107,0.3632
25.0001,0.46666,0.66745,0,<- LEFT,FORWARD,0.2994,0.3472
25.0346,0.46765,0.66753,0,<- LEFT,FORWARD,0.3107,0.3432
25.0616,0.46787,0.66757,0,<- LEFT,FORWARD,0.3107,0.3432
25.0761,0.46798,0.66763,0,<- LEFT,FORWARD,0.3076,0.3432
25.0974,0.46807,0.66765,0,<- LEFT,FORWARD,0.3024,0.3283
25.1534,0.46829,0.66771,0,<- LEFT,FORWARD,0.3107,0.3361
25.184,0.4684,0.66775,0,<- LEFT,FORWARD,0.3107,0.3472
25.2201,0.46897,0.66794,0,<- LEFT,FORWARD,0.3107,0.3463
25.2443,0.4692,0.66802,0,<- LEFT,FORWARD,0.2992,0.3463
25.274,0.46954,0.66798,0,<- LEFT,FORWARD,0.3094,0.3463
25.2885,0.46965,0.66799,0,<- LEFT,FORWARD,0.3094,0.3313
25.3392,0.46999,0.66835,0,<- LEFT,FORWARD,0.3107,0.3405
25.3584,0.47005,0.66853,0,<- LEFT,FORWARD,0.3107,0.3352
25.4156,0.47005,0.66898,0,<- LEFT,FORWARD,0.3194,0.3414
25.4344,0.47005,0.669,0,<- LEFT,FORWARD,0.3194,0.3361
25.4925,0.47034,0.66921,0,<- LEFT,FORWARD,0.3137,0.3632
25.5258,0.47049,0.66934,0,<- LEFT,FORWARD,0.3137,0.3463
25.5579,0.47054,0.67033,0,<- LEFT,FORWARD,0.3137,0.3313
25.5874,0.47053,0.67075,0,<- LEFT,FORWARD,0.3107,0.3274
25.6279,0.47064,0.67096,0,<- LEFT,FORWARD,0.3076,0.3432
25.6657,0.47073,0.67104,0,<- LEFT,FORWARD,0.3162,0.3392
25.6891,0.47083,0.67126,0,<- LEFT,FORWARD,0.3162,0.3322
25.7281,0.47095,0.67146,0,<- LEFT,FORWARD,0.3023,0.3322
